station,Date,Mean_TemperatureC,Mean_Humidity,Mean_Sea_Level_PressurehPa,Precipitationmm,CloudCover
MEL,2016-04-30,19,75,1012,3.05,2
MEL,2016-05-01,13,63,1009,0.0,4
MEL,2016-05-02,12,54,1011,0.0,3
MEL,2016-05-03,14,55,1004,0.76,4
MEL,2016-05-04,12,58,1014,0.0,3
MEL,2016-05-05,16,57,1015,0.0,2
MEL,2016-05-06,18,57,1015,0.0,2
MEL,2016-05-07,17,51,1015,0.0,NA
MEL,2016-05-08,16,82,1008,1.02,7
MEL,2016-05-09,17,80,996,9.91,5
MEL,2016-05-10,14,63,1005,0.0,4
MEL,2016-05-11,13,63,1012,0.0,6
MEL,2016-05-12,17,64,1013,0.0,6
MEL,2016-05-13,17,61,1020,0.0,6
MEL,2016-05-14,17,64,1018,0.0,1
MEL,2016-05-15,15,59,1015,0.0,3
MEL,2016-05-16,12,70,1015,0.25,4
MEL,2016-05-17,14,57,1016,0.0,5
MEL,2016-05-18,15,52,1017,0.0,5
MEL,2016-05-19,14,65,1014,0.76,6
MEL,2016-05-20,12,77,1022,0.0,6
MEL,2016-05-21,12,70,1023,0.0,6
MEL,2016-05-22,16,58,1014,0.51,6
MEL,2016-05-23,13,62,1016,1.02,5
MEL,2016-05-24,11,73,1020,0.0,3
MEL,2016-05-25,11,76,1011,5.08,7
MEL,2016-05-26,9,89,1004,6.1,6
MEL,2016-05-27,10,74,1007,0.0,4
MEL,2016-05-28,8,82,1012,1.02,5
MEL,2016-05-29,8,62,1020,0.0,5
MEL,2016-05-30,9,67,1026,0.25,4
MEL,2016-05-31,8,70,1028,0.0,3
MEL,2016-06-01,10,74,1028,0.0,5
MEL,2016-06-02,8,87,1026,0.0,4
MEL,2016-06-03,10,88,1024,3.05,6
MEL,2016-06-04,11,97,1014,2.03,7
MEL,2016-06-05,12,94,1004,3.05,6
MEL,2016-06-06,9,79,1001,0.0,4
MEL,2016-06-07,11,83,1002,1.02,5
MEL,2016-06-08,10,84,1005,0.76,6
MEL,2016-06-09,13,74,1003,0.25,4
MEL,2016-06-10,11,72,1017,4.06,5
MEL,2016-06-11,9,69,1026,0.51,4
MEL,2016-06-12,8,68,1036,0.0,4
MEL,2016-06-13,8,67,1034,0.0,3
MEL,2016-06-14,11,67,1033,0.0,4
MEL,2016-06-15,11,72,1030,0.0,2
MEL,2016-06-16,10,76,1018,2.03,6
MEL,2016-06-17,11,90,1012,9.91,6
MEL,2016-06-18,9,87,1020,0.25,7
MEL,2016-06-19,9,86,1016,0.0,7
MEL,2016-06-20,11,93,1005,5.08,7
MEL,2016-06-21,11,76,1000,0.0,5
MEL,2016-06-22,11,66,1003,0.25,5
MEL,2016-06-23,10,72,1001,8.89,5
MEL,2016-06-24,7,73,1007,0.0,5
MEL,2016-06-25,7,76,1021,0.0,4
MEL,2016-06-26,6,76,1019,0.0,5
MEL,2016-06-27,7,81,1017,0.25,6
MEL,2016-06-28,10,75,1023,0.0,5
MEL,2016-06-29,11,72,1023,0.0,5
MEL,2016-06-30,9,74,1010,3.05,6
MEL,2016-07-01,9,74,1019,0.0,6
MEL,2016-07-02,12,69,1024,0.0,6
MEL,2016-07-03,12,71,1022,0.0,4
MEL,2016-07-04,10,70,1016,1.02,6
MEL,2016-07-05,9,95,1012,9.91,6
MEL,2016-07-06,10,89,1017,4.06,7
MEL,2016-07-07,11,93,1022,0.51,7
MEL,2016-07-08,11,87,1021,0.0,5
MEL,2016-07-09,9,82,1024,0.0,4
MEL,2016-07-10,9,82,1015,1.02,7
MEL,2016-07-11,12,68,1003,0.0,4
MEL,2016-07-12,9,62,1000,0.25,2
MEL,2016-07-13,7,63,1017,0.0,3
MEL,2016-07-14,8,64,1028,0.0,4
MEL,2016-07-15,9,71,1031,0.0,6
MEL,2016-07-16,9,72,1031,0.0,3
MEL,2016-07-17,8,70,1025,0.0,1
MEL,2016-07-18,14,73,1019,0.0,5
MEL,2016-07-19,13,81,1021,0.51,6
MEL,2016-07-20,10,83,1022,0.0,5
MEL,2016-07-21,11,83,1013,0.51,5
MEL,2016-07-22,13,75,997,0.51,6
MEL,2016-07-23,7,69,1005,0.25,5
MEL,2016-07-24,7,74,1008,0.0,4
MEL,2016-07-25,9,68,1006,3.05,4
MEL,2016-07-26,7,64,1010,0.0,6
MEL,2016-07-27,8,74,1014,0.0,5
MEL,2016-07-28,9,70,1023,0.0,4
MEL,2016-07-29,11,80,1021,2.03,5
MEL,2016-07-30,11,81,1018,0.0,5
MEL,2016-07-31,12,74,1015,0.0,3
MEL,2016-08-01,11,87,1011,5.08,6
MEL,2016-08-02,8,81,1020,1.02,4
MEL,2016-08-03,9,88,1026,0.51,6
MEL,2016-08-04,8,82,1030,0.0,2
MEL,2016-08-05,8,74,1031,0.0,4
MEL,2016-08-06,8,72,1028,0.0,6
MEL,2016-08-07,10,56,1026,0.0,4
MEL,2016-08-08,8,65,1021,0.0,6
MEL,2016-08-09,13,62,1010,0.51,5
MEL,2016-08-10,10,62,1009,2.03,5
MEL,2016-08-11,9,63,1019,0.0,4
MEL,2016-08-12,9,72,1019,0.76,6
MEL,2016-08-13,10,70,1021,0.0,5
MEL,2016-08-14,11,68,1027,0.0,4
MEL,2016-08-15,12,71,1029,0.0,2
MEL,2016-08-16,13,66,1023,0.0,2
MEL,2016-08-17,10,76,1022,0.0,4
MEL,2016-08-18,12,67,1015,0.0,4
MEL,2016-08-19,11,68,1007,5.08,6
MEL,2016-08-20,8,66,1012,0.51,4
MEL,2016-08-21,11,75,1014,0.51,6
MEL,2016-08-22,12,79,1014,2.03,4
MEL,2016-08-23,8,75,1017,0.0,3
MEL,2016-08-24,7,82,1015,0.0,4
MEL,2016-08-25,9,76,1015,0.0,4
MEL,2016-08-26,9,65,1021,0.0,6
MEL,2016-08-27,10,55,1021,0.0,5
MEL,2016-08-28,13,61,1020,0.0,8
MEL,2016-08-29,13,59,1023,0.0,4
MEL,2016-08-30,11,69,1017,0.0,6
MEL,2016-08-31,15,68,1013,0.0,5
MEL,2016-09-01,12,88,1017,2.03,6
MEL,2016-09-02,11,86,1011,0.25,7
MEL,2016-09-03,11,73,1008,0.0,7
MEL,2016-09-04,11,69,1022,0.25,5
MEL,2016-09-05,13,68,1028,0.0,6
MEL,2016-09-06,14,72,1028,0.0,5
MEL,2016-09-07,13,71,1027,0.0,4
MEL,2016-09-08,17,61,1019,0.0,3
MEL,2016-09-09,13,82,1010,5.08,7
MEL,2016-09-10,11,84,1016,1.02,6
MEL,2016-09-11,11,73,1018,0.76,3
MEL,2016-09-12,11,88,1021,7.87,6
MEL,2016-09-13,11,96,1017,9.91,7
MEL,2016-09-14,11,77,1005,2.03,6
MEL,2016-09-15,10,83,1008,1.02,6
MEL,2016-09-16,11,68,1016,0.25,6
MEL,2016-09-17,14,65,1015,0.0,5
MEL,2016-09-18,10,79,1011,3.05,6
MEL,2016-09-19,10,68,1012,0.0,4
MEL,2016-09-20,12,62,1013,0.0,4
MEL,2016-09-21,12,82,1011,2.03,6
MEL,2016-09-22,9,81,1016,0.25,6
MEL,2016-09-23,12,76,1014,0.0,5
MEL,2016-09-24,13,69,1008,10.92,4
MEL,2016-09-25,10,74,1011,0.0,5
MEL,2016-09-26,11,71,1011,5.08,5
MEL,2016-09-27,9,74,1011,2.03,4
MEL,2016-09-28,12,64,1006,4.06,4
MEL,2016-09-29,12,70,989,1.02,5
MEL,2016-09-30,11,80,992,2.03,5
CBR,2015-10-01,14,60,1026,0.0,5
CBR,2015-10-02,13,61,1032,0.0,NA
CBR,2015-10-03,14,57,1030,0.0,NA
CBR,2015-10-04,17,54,1025,0.0,NA
CBR,2015-10-05,20,46,1025,0.0,8
CBR,2015-10-06,19,42,1023,0.0,NA
CBR,2015-10-07,12,65,1030,0.0,6
CBR,2015-10-08,13,62,1036,0.25,6
CBR,2015-10-09,17,71,1031,5.08,4
CBR,2015-10-10,16,67,1028,0.0,3
CBR,2015-10-11,14,69,1022,0.0,5
CBR,2015-10-12,16,63,1017,0.0,3
CBR,2015-10-13,16,69,1023,0.0,6
CBR,2015-10-14,18,64,1025,0.0,4
CBR,2015-10-15,18,66,1024,0.0,1
CBR,2015-10-16,19,56,1022,0.0,3
CBR,2015-10-17,19,63,1024,2.03,6
CBR,2015-10-18,16,79,1027,0.25,5
CBR,2015-10-19,19,68,1024,0.0,5
CBR,2015-10-20,19,63,1019,2.03,2
CBR,2015-10-21,19,79,1014,4.06,6
CBR,2015-10-22,15,84,1015,0.25,7
CBR,2015-10-23,13,66,1021,0.0,6
CBR,2015-10-24,14,65,1022,0.0,5
CBR,2015-10-25,15,57,1020,0.0,NA
CBR,2015-10-26,17,60,1017,0.0,5
CBR,2015-10-27,13,55,1026,0.0,4
CBR,2015-10-28,15,56,1023,0.0,5
CBR,2015-10-29,14,65,1022,0.0,3
CBR,2015-10-30,14,62,1021,0.0,5
CBR,2015-10-31,16,76,1019,2.03,6
CBR,2015-11-01,17,80,1013,5.08,6
CBR,2015-11-02,19,72,1011,0.0,5
CBR,2015-11-03,17,75,1017,0.0,6
CBR,2015-11-04,17,76,1017,0.0,7
CBR,2015-11-05,18,86,1011,9.91,6
CBR,2015-11-06,19,78,1008,0.0,6
CBR,2015-11-07,16,71,1013,0.0,4
CBR,2015-11-08,15,68,1020,0.0,6
CBR,2015-11-09,19,63,1019,0.0,6
CBR,2015-11-10,20,61,1016,0.0,3
CBR,2015-11-11,16,81,1021,8.89,7
CBR,2015-11-12,18,85,1018,0.76,6
CBR,2015-11-13,18,77,1013,6.1,5
CBR,2015-11-14,13,82,1015,0.76,7
CBR,2015-11-15,15,67,1018,0.0,5
CBR,2015-11-16,13,63,1019,0.0,2
CBR,2015-11-17,16,60,1017,0.0,1
CBR,2015-11-18,20,45,1014,0.0,NA
CBR,2015-11-19,23,48,1015,0.0,8
CBR,2015-11-20,24,41,1011,0.0,NA
CBR,2015-11-21,20,58,1015,0.0,5
CBR,2015-11-22,19,56,1016,0.0,7
CBR,2015-11-23,17,52,1012,0.0,5
CBR,2015-11-24,17,58,1015,0.0,2
CBR,2015-11-25,18,31,1009,0.0,NA
CBR,2015-11-26,19,25,1004,0.0,4
CBR,2015-11-27,11,40,1014,0.0,NA
CBR,2015-11-28,17,65,1016,0.0,5
CBR,2015-11-29,20,50,1012,0.0,6
CBR,2015-11-30,18,46,1011,0.0,2
CBR,2015-12-01,22,38,1009,0.25,6
CBR,2015-12-02,17,48,1015,0.0,5
CBR,2015-12-03,16,56,1025,0.0,3
CBR,2015-12-04,18,51,1024,0.0,2
CBR,2015-12-05,19,44,1020,0.0,5
CBR,2015-12-06,22,47,1019,0.0,7
CBR,2015-12-07,21,61,1020,0.0,6
CBR,2015-12-08,22,62,1017,0.51,7
CBR,2015-12-09,23,54,1015,0.0,5
CBR,2015-12-10,21,47,1013,0.0,4
CBR,2015-12-11,19,40,1007,0.0,3
CBR,2015-12-12,14,37,1013,0.0,2
CBR,2015-12-13,17,47,1016,0.0,5
CBR,2015-12-14,19,34,1015,0.0,NA
CBR,2015-12-15,21,34,1015,0.0,6
CBR,2015-12-16,19,69,1016,16.0,3
CBR,2015-12-17,20,60,1017,0.0,3
CBR,2015-12-18,23,48,1015,0.0,4
CBR,2015-12-19,26,37,1014,0.0,5
CBR,2015-12-20,27,26,1011,0.0,5
CBR,2015-12-21,22,61,1017,0.0,7
CBR,2015-12-22,19,61,1022,0.0,7
CBR,2015-12-23,19,62,1019,0.76,6
CBR,2015-12-24,18,56,1019,0.0,3
CBR,2015-12-25,18,53,1015,0.0,3
CBR,2015-12-26,17,82,1008,10.92,5
CBR,2015-12-27,17,48,1017,0.0,5
CBR,2015-12-28,16,51,1023,0.0,1
CBR,2015-12-29,19,53,1021,0.0,4
CBR,2015-12-30,20,48,1019,0.0,1
CBR,2015-12-31,22,39,1017,0.0,NA
CBR,2016-01-01,24,41,1014,0.0,8
CBR,2016-01-02,22,51,1013,0.0,5
CBR,2016-01-03,19,60,1016,0.25,6
CBR,2016-01-04,17,79,1018,7.87,7
CBR,2016-01-05,16,90,1017,2.03,7
CBR,2016-01-06,17,75,1015,0.0,7
CBR,2016-01-07,18,56,1016,0.0,2
CBR,2016-01-08,19,58,1019,0.0,3
CBR,2016-01-09,22,57,1019,0.0,5
CBR,2016-01-10,24,48,1017,0.0,5
CBR,2016-01-11,26,44,1013,0.0,8
CBR,2016-01-12,27,41,1013,0.0,7
CBR,2016-01-13,26,47,1016,0.0,2
CBR,2016-01-14,24,50,1014,2.03,6
CBR,2016-01-15,14,53,1024,0.0,6
CBR,2016-01-16,13,63,1027,0.0,5
CBR,2016-01-17,16,61,1024,0.0,4
CBR,2016-01-18,21,53,1019,0.0,6
CBR,2016-01-19,23,40,1015,0.0,NA
CBR,2016-01-20,24,37,1013,0.0,7
CBR,2016-01-21,24,68,1012,25.91,3
CBR,2016-01-22,23,87,1010,9.91,6
CBR,2016-01-23,23,70,1009,0.0,5
CBR,2016-01-24,22,75,1012,0.0,6
CBR,2016-01-25,21,75,1014,5.08,6
CBR,2016-01-26,20,75,1017,0.0,6
CBR,2016-01-27,19,74,1015,3.05,6
CBR,2016-01-28,22,63,1007,0.0,6
CBR,2016-01-29,19,81,1003,5.08,2
CBR,2016-01-30,19,83,1004,13.97,5
CBR,2016-01-31,16,78,1005,0.25,5
CBR,2016-02-01,16,82,1005,2.03,6
CBR,2016-02-02,17,67,1006,0.0,1
CBR,2016-02-03,20,76,1006,0.76,6
CBR,2016-02-04,19,65,1014,0.0,3
CBR,2016-02-05,17,63,1019,0.0,5
CBR,2016-02-06,18,65,1019,0.0,4
CBR,2016-02-07,19,64,1018,0.0,1
CBR,2016-02-08,21,59,1019,0.0,4
CBR,2016-02-09,21,64,1020,0.0,2
CBR,2016-02-10,21,62,1015,0.0,1
CBR,2016-02-11,22,71,1015,2.03,4
CBR,2016-02-12,21,71,1016,0.0,3
CBR,2016-02-13,23,63,1013,0.0,1
CBR,2016-02-14,24,46,1009,0.0,8
CBR,2016-02-15,21,54,1011,0.0,5
CBR,2016-02-16,18,49,1009,0.0,3
CBR,2016-02-17,17,48,1010,0.0,4
CBR,2016-02-18,19,57,1009,0.0,1
CBR,2016-02-19,22,56,1012,0.0,5
CBR,2016-02-20,22,67,1019,0.0,5
CBR,2016-02-21,22,65,1025,0.0,6
CBR,2016-02-22,22,59,1024,0.0,4
CBR,2016-02-23,24,47,1020,0.0,NA
CBR,2016-02-24,25,41,1014,0.0,NA
CBR,2016-02-25,27,32,1012,0.0,6
CBR,2016-02-26,23,53,1016,0.0,3
CBR,2016-02-27,19,69,1020,0.0,6
CBR,2016-02-28,22,63,1019,0.0,4
CBR,2016-02-29,21,69,1021,0.0,6
CBR,2016-03-01,22,59,1021,0.0,5
CBR,2016-03-02,23,49,1020,0.25,6
CBR,2016-03-03,23,55,1021,6.1,4
CBR,2016-03-04,23,59,1021,0.25,3
CBR,2016-03-05,24,62,1021,0.0,4
CBR,2016-03-06,23,49,1021,0.0,3
CBR,2016-03-07,24,58,1021,0.0,1
CBR,2016-03-08,23,56,1023,0.0,1
CBR,2016-03-09,22,60,1021,0.0,1
CBR,2016-03-10,23,60,1021,0.0,5
CBR,2016-03-11,20,85,1021,4.06,6
CBR,2016-03-12,23,71,1020,0.25,3
CBR,2016-03-13,23,68,1019,0.0,5
CBR,2016-03-14,23,71,1017,0.0,4
CBR,2016-03-15,19,69,1021,0.0,6
CBR,2016-03-16,19,63,1020,0.0,4
CBR,2016-03-17,20,64,1015,0.0,5
CBR,2016-03-18,17,78,1002,4.06,5
CBR,2016-03-19,13,54,1011,0.0,4
CBR,2016-03-20,14,58,1018,0.0,4
CBR,2016-03-21,14,64,1019,0.0,3
CBR,2016-03-22,14,64,1018,0.0,2
CBR,2016-03-23,14,71,1018,0.0,4
CBR,2016-03-24,16,61,1021,0.0,7
CBR,2016-03-25,19,69,1018,0.0,5
CBR,2016-03-26,18,64,1017,0.0,4
CBR,2016-03-27,18,69,1018,0.0,5
CBR,2016-03-28,19,71,1018,0.0,7
CBR,2016-03-29,18,74,1018,0.0,7
CBR,2016-03-30,18,65,1016,0.0,6
CBR,2016-03-31,16,61,1017,0.0,2
CBR,2016-04-01,16,60,1017,0.0,4
CBR,2016-04-02,19,38,1017,0.0,6
CBR,2016-04-03,18,67,1023,0.0,6
CBR,2016-04-04,19,66,1022,0.0,6
CBR,2016-04-05,19,60,1017,0.0,4
CBR,2016-04-06,23,35,1015,0.0,7
CBR,2016-04-07,16,58,1021,0.0,3
CBR,2016-04-08,13,64,1023,0.0,7
CBR,2016-04-09,13,62,1022,0.0,3
CBR,2016-04-10,13,57,1019,0.0,4
CBR,2016-04-11,13,63,1019,0.0,6
CBR,2016-04-12,18,63,1022,0.0,5
CBR,2016-04-13,17,64,1027,0.0,6
CBR,2016-04-14,17,65,1028,0.0,4
CBR,2016-04-15,17,70,1025,0.0,5
CBR,2016-04-16,17,71,1021,3.05,6
CBR,2016-04-17,14,81,1022,0.0,6
CBR,2016-04-18,13,79,1022,0.0,4
CBR,2016-04-19,13,74,1022,0.0,4
CBR,2016-04-20,16,69,1024,0.0,2
CBR,2016-04-21,17,70,1022,0.0,4
CBR,2016-04-22,15,73,1022,0.25,5
CBR,2016-04-23,14,59,1026,0.0,3
CBR,2016-04-24,13,70,1030,0.0,3
CBR,2016-04-25,13,70,1031,0.0,3
CBR,2016-04-26,12,59,1029,0.0,1
CBR,2016-04-27,12,73,1026,0.0,2
CBR,2016-04-28,14,64,1023,0.0,5
CBR,2016-04-29,17,68,1021,1.02,6
CBR,2016-04-30,17,80,1018,0.0,6
CBR,2016-05-01,16,68,1013,0.0,4
CBR,2016-05-02,10,58,1015,0.0,1
CBR,2016-05-03,12,51,1010,0.0,2
CBR,2016-05-04,12,55,1015,0.0,3
CBR,2016-05-05,9,67,1019,0.0,1
CBR,2016-05-06,12,70,1020,0.0,1
CBR,2016-05-07,12,69,1021,0.0,1
CBR,2016-05-08,12,91,1016,14.99,8
CBR,2016-05-09,14,91,1006,4.06,6
CBR,2016-05-10,13,75,1007,0.51,5
CBR,2016-05-11,10,61,1014,0.0,4
CBR,2016-05-12,12,82,1016,0.0,5
CBR,2016-05-13,13,67,1022,0.0,4
CBR,2016-05-14,9,82,1024,0.0,6
CBR,2016-05-15,13,63,1017,0.0,4
CBR,2016-05-16,10,73,1019,0.0,3
CBR,2016-05-17,12,59,1017,0.0,1
CBR,2016-05-18,8,78,1019,0.0,4
CBR,2016-05-19,9,66,1017,0.0,4
CBR,2016-05-20,12,70,1020,0.0,2
CBR,2016-05-21,10,85,1026,0.0,3
CBR,2016-05-22,11,80,1023,0.0,3
CBR,2016-05-23,11,65,1016,0.0,3
CBR,2016-05-24,10,61,1017,0.0,2
CBR,2016-05-25,7,73,1016,0.0,4
CBR,2016-05-26,10,87,1005,4.06,7
CBR,2016-05-27,8,60,1004,0.0,3
CBR,2016-05-28,6,82,1008,0.0,6
CBR,2016-05-29,4,86,1017,0.25,4
CBR,2016-05-30,7,80,1025,0.0,4
CBR,2016-05-31,7,81,1029,0.0,5
CBR,2016-06-01,10,76,1028,5.08,7
CBR,2016-06-02,9,82,1026,0.0,5
CBR,2016-06-03,9,78,1024,0.0,6
CBR,2016-06-04,12,85,1013,12.95,8
CBR,2016-06-05,13,98,1004,35.05,7
CBR,2016-06-06,11,73,1001,0.0,6
CBR,2016-06-07,9,79,1004,0.0,6
CBR,2016-06-08,9,80,1010,0.51,6
CBR,2016-06-09,12,83,1007,0.51,6
CBR,2016-06-10,10,74,1017,0.0,3
CBR,2016-06-11,8,65,1023,0.0,4
CBR,2016-06-12,3,76,1035,0.0,NA
CBR,2016-06-13,4,78,1037,0.0,1
CBR,2016-06-14,6,84,1035,0.0,3
CBR,2016-06-15,4,81,1032,0.0,1
CBR,2016-06-16,6,82,1023,0.0,3
CBR,2016-06-17,9,94,1016,5.08,6
CBR,2016-06-18,11,93,1018,0.51,7
CBR,2016-06-19,11,90,1013,12.95,6
CBR,2016-06-20,11,86,999,0.25,6
CBR,2016-06-21,9,76,1002,0.51,6
CBR,2016-06-22,9,76,1005,0.0,6
CBR,2016-06-23,9,79,1008,0.51,6
CBR,2016-06-24,6,75,1005,1.02,4
CBR,2016-06-25,3,66,1018,0.0,1
CBR,2016-06-26,1,86,1019,0.0,5
CBR,2016-06-27,4,84,1016,0.0,6
CBR,2016-06-28,3,82,1024,0.0,1
CBR,2016-06-29,4,87,1027,0.0,3
CBR,2016-06-30,2,91,1018,1.02,6
CBR,2016-07-01,6,77,1016,0.0,3
CBR,2016-07-02,4,82,1025,0.0,1
CBR,2016-07-03,3,87,1024,0.0,1
CBR,2016-07-04,3,93,1019,0.0,7
CBR,2016-07-05,4,97,1010,10.92,6
CBR,2016-07-06,8,86,1007,0.25,6
CBR,2016-07-07,9,74,1019,0.0,4
CBR,2016-07-08,8,90,1021,1.02,7
CBR,2016-07-09,8,89,1023,0.0,6
CBR,2016-07-10,8,83,1022,1.02,7
CBR,2016-07-11,11,87,1012,0.76,6
CBR,2016-07-12,8,77,1008,3.05,5
CBR,2016-07-13,3,69,1017,0.0,4
CBR,2016-07-14,6,65,1027,0.0,2
CBR,2016-07-15,4,73,1030,0.0,NA
CBR,2016-07-16,6,81,1031,0.0,1
CBR,2016-07-17,8,88,1029,0.0,6
CBR,2016-07-18,8,86,1024,0.0,4
CBR,2016-07-19,14,91,1022,2.03,6
CBR,2016-07-20,11,93,1021,0.25,6
CBR,2016-07-21,11,87,1019,0.0,6
CBR,2016-07-22,13,89,1004,2.03,6
CBR,2016-07-23,8,63,1004,0.25,4
CBR,2016-07-24,3,75,1012,4.06,6
CBR,2016-07-25,7,82,1011,0.0,5
CBR,2016-07-26,7,72,1013,2.03,4
CBR,2016-07-27,8,78,1014,0.0,5
CBR,2016-07-28,7,70,1023,0.25,1
CBR,2016-07-29,4,79,1022,0.0,3
CBR,2016-07-30,6,87,1022,0.0,6
CBR,2016-07-31,9,77,1017,0.0,3
CBR,2016-08-01,9,85,1015,1.02,6
CBR,2016-08-02,7,77,1015,0.25,7
CBR,2016-08-03,7,64,1021,0.0,2
CBR,2016-08-04,6,70,1027,0.0,3
CBR,2016-08-05,7,74,1030,0.0,3
CBR,2016-08-06,5,80,1028,0.0,6
CBR,2016-08-07,7,79,1026,0.0,8
CBR,2016-08-08,6,80,1024,0.0,2
CBR,2016-08-09,7,81,1020,0.0,4
CBR,2016-08-10,10,69,1014,0.0,4
CBR,2016-08-11,7,60,1018,0.0,1
CBR,2016-08-12,3,74,1022,0.0,6
CBR,2016-08-13,9,62,1022,0.0,2
CBR,2016-08-14,7,69,1027,0.0,1
CBR,2016-08-15,7,81,1031,0.0,1
CBR,2016-08-16,7,74,1029,0.0,1
CBR,2016-08-17,8,81,1025,0.0,6
CBR,2016-08-18,8,79,1023,0.0,1
CBR,2016-08-19,9,72,1014,6.1,4
CBR,2016-08-20,7,78,1014,1.02,4
CBR,2016-08-21,7,76,1018,0.0,4
CBR,2016-08-22,7,80,1015,3.05,7
CBR,2016-08-23,9,77,1014,0.0,6
CBR,2016-08-24,8,85,1012,8.89,7
CBR,2016-08-25,6,78,1011,0.0,5
CBR,2016-08-26,6,68,1019,0.0,1
CBR,2016-08-27,4,79,1022,0.0,3
CBR,2016-08-28,8,69,1022,0.0,5
CBR,2016-08-29,7,73,1025,0.0,4
CBR,2016-08-30,11,72,1024,0.0,6
CBR,2016-08-31,13,83,1017,2.03,5
CBR,2016-09-01,10,72,1017,0.0,4
CBR,2016-09-02,8,92,1007,22.1,7
CBR,2016-09-03,10,85,1002,0.51,6
CBR,2016-09-04,9,76,1022,0.0,3
CBR,2016-09-05,9,83,1029,0.0,7
CBR,2016-09-06,10,71,1029,0.0,1
CBR,2016-09-07,10,77,1030,0.0,5
CBR,2016-09-08,13,78,1026,0.0,6
CBR,2016-09-09,11,83,1017,9.91,6
CBR,2016-09-10,11,88,1012,0.51,7
CBR,2016-09-11,9,78,1019,0.0,5
CBR,2016-09-12,9,69,1020,0.0,2
CBR,2016-09-13,11,80,1020,0.0,6
CBR,2016-09-14,11,88,1012,3.05,6
CBR,2016-09-15,9,78,1010,0.25,7
CBR,2016-09-16,11,68,1017,0.0,5
CBR,2016-09-17,8,71,1020,0.0,4
CBR,2016-09-18,8,90,1009,4.06,7
CBR,2016-09-19,10,79,1010,0.0,4
CBR,2016-09-20,8,71,1016,0.25,6
CBR,2016-09-21,9,97,1010,19.05,7
CBR,2016-09-22,11,78,1009,0.25,6
CBR,2016-09-23,11,68,1013,0.0,3
CBR,2016-09-24,10,75,1011,0.0,3
CBR,2016-09-25,13,68,1008,0.0,6
CBR,2016-09-26,9,64,1012,0.0,3
CBR,2016-09-27,8,66,1011,0.0,5
CBR,2016-09-28,8,69,1011,0.0,2
CBR,2016-09-29,9,80,998,4.06,5
CBR,2016-09-30,8,84,996,0.76,7
SYD,2015-10-01,20,69,1025,0.0,4
SYD,2015-10-02,20,66,1032,0.0,3
SYD,2015-10-03,22,55,1028,0.0,NA
SYD,2015-10-04,26,27,1022,0.0,NA
SYD,2015-10-05,27,41,1022,0.0,1
SYD,2015-10-06,28,30,1021,0.0,NA
SYD,2015-10-07,21,57,1029,0.0,6
SYD,2015-10-08,18,53,1037,0.0,6
SYD,2015-10-09,21,55,1032,0.0,5
SYD,2015-10-10,21,68,1027,0.0,2
SYD,2015-10-11,20,72,1021,2.03,4
SYD,2015-10-12,23,58,1015,3.05,3
SYD,2015-10-13,19,81,1022,2.03,6
SYD,2015-10-14,21,68,1025,0.25,3
SYD,2015-10-15,21,67,1023,0.0,1
SYD,2015-10-16,24,60,1020,0.0,1
SYD,2015-10-17,21,75,1022,0.76,2
SYD,2015-10-18,20,70,1028,0.0,6
SYD,2015-10-19,23,65,1024,0.0,5
SYD,2015-10-20,24,62,1018,5.08,3
SYD,2015-10-21,24,55,1012,0.76,6
SYD,2015-10-22,19,84,1012,5.08,6
SYD,2015-10-23,17,66,1021,0.0,6
SYD,2015-10-24,18,60,1022,0.0,3
SYD,2015-10-25,20,63,1019,0.0,2
SYD,2015-10-26,21,66,1015,3.05,5
SYD,2015-10-27,17,64,1024,0.51,6
SYD,2015-10-28,17,57,1024,0.25,5
SYD,2015-10-29,18,49,1023,0.0,4
SYD,2015-10-30,19,53,1022,0.0,4
SYD,2015-10-31,21,63,1020,0.0,6
SYD,2015-11-01,22,67,1012,4.06,4
SYD,2015-11-02,25,68,1010,0.25,4
SYD,2015-11-03,19,90,1016,1.02,6
SYD,2015-11-04,18,92,1017,5.08,6
SYD,2015-11-05,19,86,1013,1.02,6
SYD,2015-11-06,24,75,1007,4.06,5
SYD,2015-11-07,20,77,1013,0.0,5
SYD,2015-11-08,18,66,1020,0.0,5
SYD,2015-11-09,18,60,1019,0.0,3
SYD,2015-11-10,21,60,1015,0.0,4
SYD,2015-11-11,21,79,1020,0.51,6
SYD,2015-11-12,22,66,1018,2.03,6
SYD,2015-11-13,22,74,1012,18.03,4
SYD,2015-11-14,18,81,1013,1.02,6
SYD,2015-11-15,18,75,1017,2.03,6
SYD,2015-11-16,18,58,1019,0.0,3
SYD,2015-11-17,20,53,1017,0.0,2
SYD,2015-11-18,27,48,1012,0.0,1
SYD,2015-11-19,26,55,1012,0.0,1
SYD,2015-11-20,32,55,1009,0.0,2
SYD,2015-11-21,19,63,1016,0.0,6
SYD,2015-11-22,20,54,1017,0.0,5
SYD,2015-11-23,20,70,1012,0.0,3
SYD,2015-11-24,22,60,1015,0.0,2
SYD,2015-11-25,25,54,1009,0.0,NA
SYD,2015-11-26,29,37,1002,0.0,6
SYD,2015-11-27,19,62,1014,0.25,4
SYD,2015-11-28,21,58,1016,0.0,6
SYD,2015-11-29,23,71,1011,0.0,4
